station,feature,mean_abs_shap,normalized
Paju,temp_lag_1,0.061949484050273895,0.010502391038064334
Paju,temp_lag_2,0.050464410334825516,0.008555308877335669
Paju,temp_lag_3,0.08842875808477402,0.014991462974300325
Paju,humidity_lag_1,0.14805226027965546,0.02509952674124567
Paju,humidity_lag_2,0.1930236518383026,0.032723595721247604
Paju,humidity_lag_3,0.16509801149368286,0.02798931908627948
Paju,vis_lag_1,0.4404013156890869,0.07466191045741823
Paju,vis_lag_2,0.08179421722888947,0.013866699088131922
Paju,vis_lag_3,0.16082148253917694,0.02726431257404805
Paju,temp_roll_mean_2h,0.06008545681834221,0.010186379642723897
Paju,humid_roll_std_2h,0.13779722154140472,0.023360974296608626
Cheorwon,시정(10m),2.1586389541625977,0.3413553163331699
Cheorwon,기온(°C),0.08724192529916763,0.01379595923189708
Cheorwon,이슬점온도(°C),0.12254627794027328,0.019378795787544006
Cheorwon,습도(%),0.19464637339115143,0.030780309154485864
Cheorwon,풍속(m/s),0.12033306807279587,0.019028810926496446
Cheorwon,현지기압(hPa),0.21190807223320007,0.03350997946702836
Cheorwon,지면온도(°C),0.150420144200325,0.023786616009763402
Cheorwon,dew_point_depression,0.39405906200408936,0.062314337237808395
Cheorwon,hour,0.15483811497688293,0.02448524965995048
Cheorwon,air_ground_diff,0.2378043681383133,0.03760507756738509
Cheorwon,dpd_ratio,0.09408862143754959,0.01487865818053211
Cheorwon,ground_air_diff,0.0889468863606453,0.014065572416331721
Cheorwon,ground_air_diff_1h,0.13280709087848663,0.021001384428226653
Cheorwon,rel_humid,0.08178772032260895,0.012933461192783633
Cheorwon,weekday,0.04057092219591141,0.006415662959017736
Cheorwon,is_weekend,0.00960739515721798,0.0015192607391364993
Cheorwon,month_sin,0.10836152732372284,0.01713569717928319
Cheorwon,month_cos,0.0428561270236969,0.006777032707937798
Cheorwon,temp_lag_1,0.08085231482982635,0.012785541302209595
Cheorwon,temp_lag_2,0.08571473509073257,0.013554457754451767
Cheorwon,temp_lag_3,0.11067470908164978,0.017501491046382003
Cheorwon,humidity_lag_1,0.053501103073358536,0.008460370794552146
Cheorwon,humidity_lag_2,0.0980321392416954,0.01550226444173844
Cheorwon,humidity_lag_3,0.1579657942056656,0.02497984368665003
Cheorwon,vis_lag_1,0.7476284503936768,0.11822585972132323
Cheorwon,vis_lag_2,0.16443252563476562,0.026002457101628653
Cheorwon,vis_lag_3,0.10472185164690018,0.016560138844427738
Cheorwon,temp_roll_mean_2h,0.06343255937099457,0.010030876783796534
Cheorwon,humid_roll_std_2h,0.22531145811080933,0.03562951734406151
Chuncheon,시정(10m),2.3967227935791016,0.29442997582058933
Chuncheon,기온(°C),0.12188678234815598,0.014973413894906733
Chuncheon,이슬점온도(°C),0.08167031407356262,0.010032945262739398
Chuncheon,습도(%),0.6783928871154785,0.08333846612773825
Chuncheon,풍속(m/s),0.1826687902212143,0.022440295403413066
Chuncheon,현지기압(hPa),0.2054196298122406,0.025235165618954704
Chuncheon,지면온도(°C),0.30341365933418274,0.0372734287923196
Chuncheon,dew_point_depression,0.9570949673652649,0.11757615392748266
Chuncheon,hour,0.16582083702087402,0.020370576507806087
Chuncheon,air_ground_diff,0.25739991664886475,0.03162078294502009
Chuncheon,dpd_ratio,0.24004507064819336,0.02948879383804576
Chuncheon,ground_air_diff,0.0813610777258873,0.009994956534709266
Chuncheon,ground_air_diff_1h,0.11564173549413681,0.014206229221254307
Chuncheon,rel_humid,0.24041976034641266,0.029534823307570766
Chuncheon,weekday,0.06273354589939117,0.007706621913798714
Chuncheon,is_weekend,0.007064404431730509,0.0008678402156451267
Chuncheon,month_sin,0.09451393038034439,0.01161074376692418
Chuncheon,month_cos,0.10015568882226944,0.012303816326709462
Chuncheon,temp_lag_1,0.09781523048877716,0.012016298265636504
Chuncheon,temp_lag_2,0.053392212837934494,0.006559068064523742
Chuncheon,temp_lag_3,0.11251044273376465,0.013821559598971127
Chuncheon,humidity_lag_1,0.04538105055689812,0.005574921577904821
Chuncheon,humidity_lag_2,0.10446155071258545,0.012832778130573033
Chuncheon,humidity_lag_3,0.21722577512264252,0.02668551402286213
Chuncheon,vis_lag_1,0.2796245515346527,0.034351010541459066
Chuncheon,vis_lag_2,0.47060301899909973,0.057812124070504546
Chuncheon,vis_lag_3,0.27732187509536743,0.034068133869130615
Chuncheon,temp_roll_mean_2h,0.06299839168787003,0.0077391573990483725
Chuncheon,humid_roll_std_2h,0.12645336985588074,0.015534405033758532
Inje,시정(10m),2.3020544052124023,0.24919902612234943
Inje,기온(°C),0.08900631219148636,0.009634996578116797
Inje,이슬점온도(°C),0.19475588202476501,0.021082462700395065
Inje,습도(%),0.28097662329673767,0.030415919245936698
Inje,풍속(m/s),0.536466121673584,0.05807283909797785
Inje,현지기압(hPa),0.41920629143714905,0.04537937910327564
Inje,지면온도(°C),0.16478195786476135,0.01783776409864812
Inje,dew_point_depression,0.17588070034980774,0.019039210863847883
Inje,hour,0.20331469178199768,0.022008959941919662
Inje,air_ground_diff,0.2741767168045044,0.029679824533426536
Inje,dpd_ratio,0.24438157677650452,0.026454479441084318
Inje,ground_air_diff,0.1393384039402008,0.015083481295976064
Inje,ground_air_diff_1h,0.2786942422389984,0.030168849873666043
Inje,rel_humid,0.1808232218027115,0.01957424232525194
Inje,weekday,0.08191987127065659,0.008867884309985407
Inje,is_weekend,0.0142811955884099,0.001545949576359459
Inje,month_sin,0.08518669754266739,0.009221520576640403
Inje,month_cos,0.13312040269374847,0.01441037824005567
Inje,temp_lag_1,0.0950738862156868,0.010291815780274839
Inje,temp_lag_2,0.07281406968832016,0.00788217481448275
Inje,temp_lag_3,0.09418918192386627,0.010196045911661506
Inje,humidity_lag_1,0.06944211572408676,0.007517158400398989
Inje,humidity_lag_2,0.07975587993860245,0.00863363070969513
Inje,humidity_lag_3,0.10490524023771286,0.011356066843240871
Inje,vis_lag_1,1.3528767824172974,0.1464498735905513
Inje,vis_lag_2,0.6365740895271301,0.06890959779477737
Inje,vis_lag_3,0.7589914798736572,0.08216136733841652
Inje,temp_roll_mean_2h,0.045403894037008286,0.004915003811624015
Inje,humid_roll_std_2h,0.12942267954349518,0.014010097079963727
Sokcho,시정(10m),2.0849485397338867,0.25522501906927353
Sokcho,기온(°C),0.19187688827514648,0.023488245170419246
Sokcho,이슬점온도(°C),0.0877736508846283,0.010744644912755643
Sokcho,습도(%),0.6723906397819519,0.08230942423272151
Sokcho,풍속(m/s),0.17488865554332733,0.021408662897618787
Sokcho,현지기압(hPa),0.23806431889533997,0.02914219184399241
Sokcho,지면온도(°C),0.1000022441148758,0.012241584947917692
Sokcho,dew_point_depression,1.1310418844223022,0.13845434600351034
